12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,16,23,23,23,23,17,12,12,12,12,12,12,12,12,12
12,12,12,12,12,16,23,23,23,24,-1,-1,-1,-1,22,23,23,23,17,12,12,12,12,12
12,12,16,23,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,23,17,12,12
12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12
12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12
12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12
12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12
12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12
12,12,13,-1,-1,-1,-1,-1,-1,-1,33,34,34,35,-1,-1,-1,-1,-1,-1,-1,11,12,12
12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12
12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12
12,12,27,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,28,12,12
12,12,12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,12,12,12
12,12,12,12,27,1,1,1,1,2,-1,-1,-1,-1,0,1,1,1,1,28,12,12,12,12
12,12,12,12,12,12,12,12,12,13,-1,-1,-1,-1,11,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,13,-1,-1,-1,-1,11,12,12,12,12,12,12,12,12,12
