12,12,13,-1,-1,-1,-1,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,13,-1,-1,-1,-1,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,13,-1,-1,-1,-1,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,16,24,-1,-1,-1,-1,22,23,23,23,23,23,23,23,23,23,23,23,23,17,12
12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12
12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12
12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12
12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12
12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12
12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12
12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12
12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12
12,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
